tenure,Contract,MonthlyCharges,PaymentMethod,InternetService,OnlineSecurity,TechSupport,Churn_Probability,Risk_Segment,Action_Plan
66,Two year,61.35,Bank transfer (automatic),DSL,Yes,Yes,0.0,🟢 Low Risk,✅ No action needed
42,Month-to-month,85.9,Credit card (automatic),Fiber optic,No,Yes,0.25,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
5,Month-to-month,75.65,Mailed check,Fiber optic,No,Yes,0.27,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
7,One year,49.75,Electronic check,DSL,Yes,No,0.1,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
29,One year,70.9,Credit card (automatic),DSL,No,No,0.04,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
27,Month-to-month,49.85,Mailed check,DSL,No,No,0.09,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
15,Month-to-month,75.3,Credit card (automatic),Fiber optic,No,No,0.86,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
25,Two year,20.1,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
11,Month-to-month,94.0,Electronic check,Fiber optic,No,No,0.99,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
57,Month-to-month,103.05,Electronic check,Fiber optic,Yes,Yes,0.22,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
67,One year,118.35,Bank transfer (automatic),Fiber optic,Yes,Yes,0.98,🔴 High Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔴 URGENT: Flag for immediate customer success team outreach
47,Month-to-month,99.7,Electronic check,Fiber optic,No,No,0.22,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
13,Month-to-month,81.9,Mailed check,Fiber optic,No,No,0.29,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
8,Month-to-month,30.45,Electronic check,DSL,Yes,No,0.81,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
44,Month-to-month,96.1,Electronic check,Fiber optic,No,No,1.0,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
71,One year,66.2,Electronic check,DSL,Yes,No,0.11,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
24,Month-to-month,104.25,Electronic check,Fiber optic,No,No,0.99,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
15,Month-to-month,80.2,Electronic check,Fiber optic,No,No,0.79,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
1,Month-to-month,19.75,Electronic check,No,No internet service,No internet service,0.1957142857142857,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
2,Month-to-month,72.6,Mailed check,Fiber optic,No,No,0.88,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
55,Month-to-month,116.5,Electronic check,Fiber optic,Yes,Yes,0.36,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
71,Two year,106.8,Electronic check,Fiber optic,No,Yes,0.08,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
50,Two year,24.95,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
1,Month-to-month,89.25,Electronic check,Fiber optic,No,No,0.35,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
5,Month-to-month,19.25,Mailed check,No,No internet service,No internet service,0.02,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
66,One year,104.55,Bank transfer (automatic),Fiber optic,Yes,Yes,0.02,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
49,One year,87.2,Mailed check,DSL,Yes,Yes,0.03,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
3,Month-to-month,30.75,Electronic check,DSL,No,No,0.32,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
66,One year,25.7,Credit card (automatic),No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
11,Month-to-month,86.2,Electronic check,Fiber optic,No,No,0.21,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
28,Month-to-month,30.1,Credit card (automatic),DSL,No,Yes,0.27,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
65,Two year,99.35,Electronic check,Fiber optic,Yes,No,0.07,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
62,Two year,19.2,Credit card (automatic),No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
2,Month-to-month,20.1,Bank transfer (automatic),No,No internet service,No internet service,0.06,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
2,Month-to-month,20.35,Credit card (automatic),No,No internet service,No internet service,0.16,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
55,Two year,25.65,Credit card (automatic),No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
41,Month-to-month,94.55,Electronic check,Fiber optic,No,No,0.15,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
17,Month-to-month,104.2,Electronic check,Fiber optic,Yes,No,0.96,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
30,One year,94.4,Bank transfer (automatic),Fiber optic,No,Yes,0.06,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
17,One year,56.1,Mailed check,DSL,Yes,No,0.02,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
16,Two year,68.25,Bank transfer (automatic),DSL,Yes,Yes,0.01,🟢 Low Risk,✅ No action needed
72,Two year,24.75,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
9,Month-to-month,76.25,Electronic check,Fiber optic,No,No,0.17,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
1,Month-to-month,74.35,Electronic check,Fiber optic,No,No,0.34,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
23,Month-to-month,54.15,Electronic check,DSL,No,Yes,0.06,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
8,Month-to-month,19.45,Bank transfer (automatic),No,No internet service,No internet service,0.02,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
19,Month-to-month,34.95,Mailed check,DSL,Yes,No,0.07,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
7,Month-to-month,53.65,Electronic check,DSL,Yes,No,0.21,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
1,Month-to-month,69.65,Electronic check,Fiber optic,No,No,1.0,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
61,One year,104.0,Electronic check,Fiber optic,Yes,No,0.12,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
57,Two year,70.35,Credit card (automatic),DSL,Yes,Yes,0.01,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
9,Month-to-month,80.8,Electronic check,Fiber optic,No,No,0.96,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
15,One year,64.85,Mailed check,DSL,Yes,No,0.02,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
1,Month-to-month,19.65,Mailed check,No,No internet service,No internet service,0.10779761904761904,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
12,Month-to-month,45.9,Bank transfer (automatic),DSL,No,No,0.04,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
54,Two year,20.0,Mailed check,No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
4,Month-to-month,44.8,Electronic check,DSL,No,No,0.23,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
7,Month-to-month,80.3,Mailed check,Fiber optic,No,No,0.98,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
20,One year,20.35,Mailed check,No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
26,Month-to-month,45.8,Mailed check,DSL,Yes,Yes,0.1,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
36,Month-to-month,84.1,Electronic check,Fiber optic,No,No,0.92,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
53,One year,108.95,Bank transfer (automatic),Fiber optic,No,Yes,0.04,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
3,Month-to-month,69.35,Electronic check,DSL,No,Yes,0.27,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
68,Two year,64.35,Credit card (automatic),DSL,Yes,Yes,0.0,🟢 Low Risk,✅ No action needed
72,Two year,90.8,Credit card (automatic),DSL,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
12,One year,24.95,Credit card (automatic),No,No internet service,No internet service,0.05,🟢 Low Risk,✅ No action needed
34,Month-to-month,79.6,Mailed check,Fiber optic,No,No,0.78,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
68,Two year,84.7,Bank transfer (automatic),Fiber optic,Yes,No,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session
50,One year,70.8,Credit card (automatic),DSL,Yes,Yes,0.1,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
1,Month-to-month,36.45,Electronic check,DSL,No,No,0.99,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
41,Month-to-month,104.4,Electronic check,Fiber optic,No,No,0.18,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
30,Month-to-month,101.5,Electronic check,Fiber optic,No,Yes,0.21,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
1,Month-to-month,54.3,Electronic check,DSL,No,No,0.3,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
29,Month-to-month,103.95,Electronic check,Fiber optic,No,No,0.3,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
23,Two year,91.1,Credit card (automatic),DSL,Yes,Yes,0.01,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
60,Two year,19.95,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
72,Two year,26.45,Credit card (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
22,Month-to-month,89.4,Electronic check,Fiber optic,No,No,0.85,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
72,Two year,75.1,Bank transfer (automatic),DSL,Yes,Yes,0.01,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
66,One year,108.1,Bank transfer (automatic),Fiber optic,No,No,0.1,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
72,Two year,110.15,Electronic check,Fiber optic,No,Yes,0.03,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
47,Month-to-month,80.35,Electronic check,Fiber optic,Yes,No,0.58,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
51,One year,111.5,Electronic check,Fiber optic,No,Yes,0.5,🟡 Medium Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
70,One year,106.5,Electronic check,Fiber optic,No,No,0.38,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
9,One year,19.9,Electronic check,No,No internet service,No internet service,0.05,🟢 Low Risk,💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
59,Two year,111.1,Mailed check,Fiber optic,Yes,Yes,0.07,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
3,Month-to-month,70.7,Mailed check,DSL,No,Yes,0.21,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
38,Month-to-month,24.85,Electronic check,DSL,No,No,0.35,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
37,Month-to-month,91.2,Bank transfer (automatic),Fiber optic,Yes,No,0.1,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session
37,Two year,65.6,Bank transfer (automatic),DSL,Yes,Yes,0.07,🟢 Low Risk,✅ No action needed
24,Month-to-month,40.65,Credit card (automatic),DSL,No,No,0.81,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
14,Month-to-month,59.45,Bank transfer (automatic),DSL,Yes,Yes,0.1,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
72,Two year,109.95,Credit card (automatic),Fiber optic,Yes,Yes,0.02,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
53,One year,60.45,Electronic check,DSL,No,Yes,0.68,🟡 Medium Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
8,Month-to-month,84.9,Electronic check,Fiber optic,No,No,0.95,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
72,Two year,38.5,Credit card (automatic),DSL,Yes,No,0.0,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
17,Month-to-month,92.55,Electronic check,Fiber optic,No,No,0.47,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
2,Month-to-month,73.55,Bank transfer (automatic),Fiber optic,No,No,0.93,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
8,Month-to-month,20.15,Bank transfer (automatic),No,No internet service,No internet service,0.94,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔴 URGENT: Flag for immediate customer success team outreach
48,One year,34.7,Mailed check,DSL,No,No,1.0,🔴 High Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
10,Month-to-month,24.5,Mailed check,No,No internet service,No internet service,0.07,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
0,One year,19.7,Mailed check,No,No internet service,No internet service,0.11,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days
1,Month-to-month,20.6,Mailed check,No,No internet service,No internet service,0.5206666666666666,🟡 Medium Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
29,One year,58.0,Credit card (automatic),DSL,Yes,Yes,0.05,🟢 Low Risk,✅ No action needed
65,One year,107.45,Electronic check,Fiber optic,No,No,0.46,🟡 Medium Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
8,Month-to-month,65.5,Bank transfer (automatic),DSL,Yes,No,0.12,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
61,Two year,25.45,Bank transfer (automatic),No,No internet service,No internet service,0.01,🟢 Low Risk,✅ No action needed
45,One year,100.15,Bank transfer (automatic),Fiber optic,No,No,0.08,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
72,One year,104.45,Credit card (automatic),Fiber optic,No,No,0.36,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
12,Month-to-month,21.15,Electronic check,No,No internet service,No internet service,0.06,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
7,Month-to-month,96.2,Electronic check,Fiber optic,No,No,0.97,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
9,Month-to-month,44.4,Mailed check,DSL,No,No,0.19,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
43,One year,107.55,Electronic check,Fiber optic,No,Yes,0.97,🔴 High Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
58,Two year,94.35,Bank transfer (automatic),Fiber optic,No,Yes,0.1,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
